id,date,bedrooms,bathrooms,sqft_living,sqft_lot,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
2450000295,735513,3,2.5,2920,8113,8,2920,0,1950,2010,98004,47.5814,-122.196,2370,8113,1088000.0
6197800045,735500,3,1.0,1210,33919,7,1210,0,1954,0,98058,47.4375,-122.184,1640,14910,290000.0
1328310370,735690,3,2.5,2340,10005,8,1460,880,1978,0,98058,47.4431,-122.133,2250,8162,375000.0
546000875,735376,3,1.0,1670,4005,7,1170,500,1939,0,98117,47.6878,-122.38,1240,4005,460000.0
3530510041,735437,2,1.75,1240,2493,8,1240,0,1985,0,98198,47.3813,-122.322,1270,4966,188500.0
1853000400,735662,4,2.5,3140,28037,10,3140,0,1991,0,98077,47.7304,-122.082,2990,35001,680000.0
3134100116,735472,5,1.75,2030,12342,7,2030,0,1942,0,98052,47.6417,-122.109,2500,9433,470000.0
9545230140,735439,4,2.5,2310,9624,8,2310,0,1984,0,98027,47.5386,-122.053,1940,9636,597750.0
3362400511,735661,3,1.75,1260,3328,6,700,560,1905,0,98103,47.6823,-122.349,1380,3536,570000.0
2525310310,735492,3,1.75,1540,12600,7,1160,380,1980,0,98038,47.3624,-122.031,1540,11656,272500.0
6126500060,735561,3,1.75,2080,5969,7,1080,1000,1971,0,98108,47.5474,-122.295,2090,5500,329950.0
8961960160,735534,4,2.5,3230,16171,9,2520,710,2001,0,98001,47.3183,-122.253,2640,8517,480000.0
3626039325,735558,3,3.5,4380,6350,8,2780,1600,1900,1999,98117,47.6981,-122.368,1830,6350,740500.0
3362400431,735410,3,3.5,1590,1102,8,1590,0,2010,0,98103,47.6824,-122.347,1620,3166,518500.0
4060000240,735407,2,1.0,880,6780,6,880,0,1945,0,98178,47.5009,-122.248,1190,6780,205425.0
3454800060,735606,4,2.0,1570,9600,6,1570,0,1950,0,98168,47.4965,-122.303,1880,9000,171800.0
1695900060,735729,4,1.0,1610,2982,7,1610,0,1925,0,98144,47.587,-122.294,1610,4040,535000.0
7278700070,735600,3,2.5,2400,6474,8,1560,840,1964,0,98177,47.7728,-122.386,2340,10856,660000.0
6675500070,735556,3,2.0,1450,9132,7,1450,0,1987,0,98034,47.7288,-122.226,1580,9104,391500.0
3626039187,735694,2,1.0,770,6000,6,770,0,1953,0,98117,47.6999,-122.364,1710,6000,395000.0
3524049083,735541,4,1.75,2100,4400,7,1720,380,1924,0,98118,47.5299,-122.266,1850,4400,445000.0
3275860240,735402,3,2.25,2910,10204,9,2910,0,1990,0,98052,47.6897,-122.098,2700,13992,770000.0
4058801670,735431,3,2.25,2100,8201,8,1620,480,1967,0,98178,47.5091,-122.244,2660,8712,445000.0
8732020310,735431,4,2.25,2160,8811,8,1360,800,1978,0,98023,47.3129,-122.39,2090,8400,260000.0
2331300505,735397,5,3.5,2320,4960,7,1720,600,1926,0,98103,47.6763,-122.352,1700,4960,822500.0
7853210060,735694,4,2.5,2070,4310,7,2070,0,2004,0,98065,47.5319,-121.85,1970,3748,430000.0
3668000070,735603,3,1.75,1060,7875,7,1060,0,1986,0,98092,47.2761,-122.152,1420,7680,212000.0
9545240070,735716,4,2.25,2010,9603,8,1440,570,1986,0,98027,47.5343,-122.054,2060,9793,660500.0
1243100136,735396,3,3.5,3950,111078,9,2460,1490,1989,0,98052,47.697,-122.072,2480,88500,784000.0
8929000270,735365,3,2.5,2010,2287,8,1390,620,2014,0,98029,47.5517,-121.998,1690,1662,453246.0
2767602356,735624,4,3.5,2140,2278,9,2140,0,2005,0,98107,47.6734,-122.38,1540,2285,675000.0
921049315,735458,3,1.75,1320,17390,7,1320,0,1956,0,98003,47.3257,-122.296,1550,19265,199000.0
3655000070,735450,4,1.75,2020,7840,7,1010,1010,1968,0,98003,47.3309,-122.299,1750,8140,220000.0
4027700812,735382,4,2.25,2590,10002,8,1340,1250,1968,0,98028,47.7689,-122.266,1550,10436,452000.0
3992700335,735421,2,1.0,1190,4440,6,1190,0,1981,0,98125,47.7135,-122.287,1060,5715,382500.0
2767603505,735360,3,2.25,1170,1249,8,1170,0,2014,0,98107,47.6722,-122.381,1350,1310,519950.0
4232901525,735411,2,1.0,1110,3200,7,1110,0,1925,0,98119,47.6338,-122.358,1170,3600,665000.0
1777500060,735422,5,2.5,2820,9375,8,1550,1270,1968,0,98006,47.5707,-122.128,2820,9375,527700.0
1432900240,735726,3,1.0,1610,8579,7,1010,600,1962,0,98058,47.4563,-122.171,1610,8579,205000.0
6140100875,735703,3,1.0,1060,8097,7,940,120,1923,0,98133,47.7144,-122.351,1560,7940,420000.0
6071600370,735656,4,2.25,2030,8517,8,1380,650,1961,0,98006,47.5495,-122.174,2230,8824,500000.0
1526069017,735570,4,2.5,3670,315374,9,3670,0,1994,0,98077,47.7421,-122.026,2840,87991,921500.0
809001525,735409,4,1.0,2550,4000,8,2370,180,1905,0,98109,47.6354,-122.353,2200,4000,890000.0
3224079105,735451,2,2.5,2420,60984,7,2420,0,2007,0,98027,47.5262,-121.943,1940,193842,430000.0
8075400570,735536,5,2.0,2260,12500,8,1130,1130,1960,0,98032,47.3887,-122.286,1360,18000,258000.0
1994200024,735541,3,1.0,1430,3455,7,980,450,1947,0,98103,47.6873,-122.336,1450,4599,511000.0
3362900810,735465,3,2.0,1360,3090,8,1360,0,1990,0,98103,47.6838,-122.353,1500,3090,532170.0
1324300398,735697,3,1.0,1110,5000,7,1110,0,1947,0,98107,47.655,-122.359,1420,5000,560000.0
537000445,735688,3,1.0,1250,8200,7,1250,0,1954,0,98003,47.3255,-122.304,1680,8633,282950.0
7920100045,735369,1,1.0,700,5100,7,700,0,1942,0,98115,47.679,-122.3,1010,5100,350000.0
8960000030,735442,3,1.0,1180,7669,7,1180,0,1967,0,98058,47.4479,-122.176,1190,7669,215000.0
6388930390,735557,5,3.5,3960,25245,9,2500,1460,1996,0,98056,47.525,-122.172,2640,13675,650000.0
8731900200,735452,4,2.75,2640,7500,8,1620,1020,1967,0,98023,47.3135,-122.369,1980,7875,320000.0
8029200135,735550,3,2.0,1270,7198,7,1270,0,1916,2013,98022,47.2086,-121.996,1160,7198,247000.0
1081200350,735509,4,1.75,1760,11180,8,1760,0,1968,0,98059,47.4715,-122.118,1730,11180,320000.0
84000105,735360,5,2.25,2060,8632,7,1030,1030,1962,0,98146,47.4877,-122.335,1010,11680,255000.0
3756500060,735666,3,1.75,1780,9660,7,1780,0,1962,0,98034,47.7171,-122.193,1200,9660,438000.0
7215720160,735661,3,2.5,3400,16603,10,3400,0,2000,0,98075,47.6012,-122.023,3400,12601,900000.0
3574800520,735404,3,2.75,1910,7280,7,1160,750,1979,0,98034,47.7319,-122.224,1710,8152,441000.0
2617300160,735457,3,2.0,2020,38332,7,1010,1010,1975,0,98027,47.4582,-122.023,2110,36590,420000.0
2558660270,735575,3,1.75,1580,7000,7,1180,400,1976,0,98034,47.7209,-122.168,1640,7500,370000.0
2009000370,735648,2,1.75,1340,7250,5,700,640,1949,0,98198,47.408,-122.327,1830,9750,269950.0
1836980160,735681,4,2.5,2680,4499,9,2680,0,1999,0,98006,47.565,-122.125,2920,4500,807100.0
3261020370,735389,3,2.5,2680,9750,8,1610,1070,1979,0,98034,47.7028,-122.231,2480,8750,653000.0
1755700060,735395,3,2.0,1370,8336,7,1370,0,1964,0,98133,47.7458,-122.331,1770,7288,371500.0
4330600435,735673,3,1.75,1560,21000,7,1560,0,1954,0,98166,47.4776,-122.337,1070,7920,284000.0
9542800700,735600,3,1.75,2160,7140,7,1670,490,1978,0,98023,47.3026,-122.374,1930,7350,272000.0
1999700045,735355,3,1.5,1340,7912,7,1340,0,1955,0,98133,47.7658,-122.339,1480,7940,313000.0
1762600070,735614,4,2.5,3880,35003,10,2570,1310,1984,0,98033,47.6477,-122.182,3740,35230,917500.0
1687900520,735505,4,2.25,2590,8190,8,2590,0,1980,0,98006,47.5619,-122.125,2260,8335,673000.0
7234600798,735639,3,2.5,1120,1100,8,820,300,2008,0,98122,47.6106,-122.31,1590,1795,425000.0
3881900445,735423,5,2.75,1970,5400,7,1320,650,1986,0,98144,47.5868,-122.308,1280,2150,399950.0
2254502445,735383,3,1.0,1220,4800,6,1220,0,1901,0,98122,47.6101,-122.307,1200,4800,385000.0
5437810320,735554,3,1.5,1950,7560,7,1320,630,1975,0,98022,47.1976,-121.999,1950,8941,269950.0
9158100075,735605,2,1.0,1350,8220,7,1060,290,1949,0,98177,47.7224,-122.358,1540,8280,330000.0
3830630310,735439,3,2.5,1670,5797,7,1670,0,1988,0,98030,47.3505,-122.179,1670,6183,260000.0
8123100045,735702,4,3.0,2380,5125,7,1680,700,1925,0,98126,47.5384,-122.376,1410,5375,470000.0
3127200041,735397,4,3.0,2440,9600,7,2440,0,1961,0,98034,47.7044,-122.2,2290,9600,589000.0
6661200320,735437,2,1.5,1050,3419,7,1050,0,1996,0,98038,47.3848,-122.039,1050,3417,163500.0
11510310,735481,4,2.75,3130,13412,9,2140,990,1993,0,98052,47.6993,-122.102,2260,9984,835000.0
825059270,735558,5,3.0,4090,12850,10,2090,2000,1986,0,98033,47.6627,-122.188,2540,10270,1095000.0
8731951370,735703,4,1.75,1490,10000,8,1100,390,1969,0,98023,47.3099,-122.379,2190,8910,269000.0
1954440060,735358,3,2.5,1900,8744,8,1900,0,1987,0,98074,47.62,-122.043,2030,8744,560000.0
2264500350,735706,4,1.0,1330,2400,6,1330,0,1901,0,98103,47.65,-122.34,1330,4400,615000.0
1115810060,735572,3,2.25,2230,10026,8,1430,800,1975,0,98052,47.6647,-122.153,2230,9340,585188.0
9477200200,735463,3,1.75,1650,9480,7,1220,430,1977,0,98034,47.726,-122.191,1540,8400,305000.0
1432600560,735542,3,1.0,1190,8820,6,1190,0,1959,0,98058,47.4616,-122.184,1230,7980,166950.0
2287000060,735488,3,2.5,2140,9897,8,2140,0,1959,0,98040,47.5505,-122.219,2680,10083,799000.0
3663500060,735409,3,2.5,2180,7508,7,1420,760,1962,0,98133,47.7606,-122.336,1900,7818,400000.0
3996900125,735568,3,1.0,1060,10228,7,1060,0,1948,0,98155,47.7481,-122.3,1570,10228,230000.0
7796450200,735368,3,2.5,1690,5025,8,1690,0,2003,0,98023,47.2779,-122.347,2550,5001,256883.0
7549802535,735548,4,2.0,1970,6480,7,1130,840,1920,0,98108,47.5511,-122.312,1500,6480,423000.0
3278600320,735437,3,2.5,2150,4084,8,2150,0,2007,0,98126,47.5488,-122.372,1750,2385,465000.0
2824079053,735611,3,2.5,1910,66211,7,1910,0,1997,0,98024,47.5385,-121.911,2330,67268,440000.0
1222069094,735520,3,1.75,1350,155073,7,1350,0,1969,0,98038,47.4058,-121.994,1560,50965,385000.0
3542300060,735668,3,1.0,860,11725,6,860,0,1943,0,98056,47.5093,-122.184,1300,9514,210000.0
2222059065,735549,3,2.5,1940,14952,8,1940,0,1994,0,98042,47.3777,-122.165,2030,10450,297000.0
7551300060,735430,3,1.0,1010,5000,7,1010,0,1952,0,98107,47.675,-122.394,1680,5000,470000.0
100600550,735449,3,1.5,1300,7370,7,900,400,1976,0,98023,47.3025,-122.37,1430,7500,226500.0
3211100860,735660,3,1.0,910,8450,6,910,0,1962,0,98059,47.4787,-122.158,1400,8040,274250.0
3456000310,735449,4,1.75,2480,11010,9,1630,850,1966,0,98040,47.5378,-122.219,2770,10744,840000.0
9526600140,735495,3,2.5,2440,4587,8,2440,0,2010,0,98052,47.7073,-122.114,2750,4587,677900.0
7465900060,735634,3,1.0,1010,5864,7,1010,0,1915,0,98116,47.5733,-122.381,1290,5000,425000.0
1222000055,735560,2,0.75,900,9600,6,900,0,1941,0,98166,47.4604,-122.339,1250,14280,180250.0
6300000550,735431,6,3.0,2300,3404,7,1600,700,1920,1994,98133,47.7067,-122.343,1560,1312,464000.0
2310030510,735710,4,2.25,1550,7579,8,1550,0,1993,0,98038,47.354,-122.047,1630,6397,320000.0
1025049114,735431,3,2.25,1270,1566,8,1060,210,2014,0,98105,47.6647,-122.284,1160,1327,625504.0
8677300550,735368,4,2.5,2240,12032,9,2240,0,1983,0,98074,47.6143,-122.017,2520,12368,592500.0
4014400292,735612,3,2.5,2714,17936,9,2714,0,2005,0,98001,47.3185,-122.275,2590,18386,465000.0
1102000196,735380,4,2.75,1720,6270,8,1720,0,1978,0,98118,47.5458,-122.268,2130,8700,477000.0
257000138,735613,2,1.0,850,16400,6,850,0,1923,0,98168,47.4889,-122.299,1100,14459,280000.0
1909600046,735417,3,2.5,2250,5692,8,2250,0,2000,0,98146,47.5133,-122.379,1320,5390,445838.0
1250202145,735473,2,2.25,3900,14864,8,1950,1950,1947,0,98144,47.5884,-122.291,2580,5184,1072000.0
7611200125,735529,2,1.5,1320,10800,8,1320,0,1947,0,98177,47.7145,-122.367,2120,12040,467000.0
5611500140,735467,4,2.5,2760,6440,10,2760,0,1999,0,98075,47.5836,-122.026,3070,8127,686000.0
7138000260,735389,3,2.0,1750,9750,7,1350,400,1961,0,98198,47.398,-122.299,1900,10125,279950.0
626059335,735480,4,2.25,2330,19436,8,2330,0,1987,0,98011,47.7663,-122.215,1910,10055,527000.0
1922059282,735494,3,2.25,2220,16020,8,1780,440,1966,0,98030,47.3758,-122.217,2080,9583,325000.0
705700390,735479,3,2.25,2020,8379,7,2020,0,1994,0,98038,47.3828,-122.023,2020,8031,328000.0
7454001200,735388,3,2.25,1250,7500,7,1250,0,1942,0,98146,47.5123,-122.373,1280,7392,390000.0
8682281200,735666,2,2.0,1510,6516,8,1510,0,2005,0,98053,47.7076,-122.013,1640,6009,479950.0
7972000200,735382,4,2.25,1720,9753,7,1120,600,1978,0,98023,47.2922,-122.371,1510,9753,264950.0
722059070,735613,3,1.0,1430,15246,7,980,450,1961,0,98031,47.4075,-122.214,1960,13068,235000.0
7202340400,735660,3,2.5,1480,4729,7,1480,0,2004,0,98053,47.6794,-122.034,2250,4729,516500.0
8096000060,735701,2,1.75,1450,15798,7,1230,220,1915,1978,98166,47.4497,-122.375,2030,13193,655000.0
2424000060,735400,4,2.75,2280,15347,7,2280,0,1960,0,98059,47.5218,-122.164,2280,15347,500000.0
9264902050,735558,6,2.75,2940,7350,8,1780,1160,1978,0,98023,47.3103,-122.339,2120,8236,315000.0
943100260,735557,2,1.0,1000,10200,6,1000,0,1961,0,98024,47.5687,-121.899,1150,13702,213000.0
3677400445,735478,3,1.5,2480,5280,7,1620,860,1947,0,98108,47.5575,-122.303,2090,4800,475000.0
1762600320,735394,5,4.0,3760,28040,10,3760,0,1983,0,98033,47.6489,-122.183,3430,35096,1025000.0
4058000060,735697,3,2.0,2220,94300,7,1640,580,1976,0,98010,47.3459,-121.95,2070,80100,416000.0
7228500560,735677,4,1.0,1970,4740,7,1670,300,1904,2005,98122,47.6136,-122.303,1510,4740,410000.0
326069104,735415,3,3.5,3830,221284,10,3530,300,1993,0,98077,47.7641,-122.023,2920,148539,800000.0
5152100060,735382,6,2.5,4410,14034,9,2350,2060,1965,0,98003,47.3376,-122.324,2600,13988,472000.0
3584000310,735575,3,1.75,1430,8505,7,1430,0,1968,0,98003,47.3173,-122.319,1190,8640,225000.0
8150100045,735507,2,1.0,830,6000,6,830,0,1940,0,98126,47.5308,-122.376,830,4960,210000.0
1868901275,735625,2,1.0,1430,5000,7,1430,0,1925,0,98115,47.6727,-122.299,1450,3750,455000.0
6131600075,735715,3,1.0,1300,8316,6,1300,0,1954,0,98002,47.3221,-122.216,1260,8316,225000.0
9468200125,735471,2,1.0,1030,3060,7,790,240,1918,0,98103,47.6779,-122.353,1390,3060,480000.0
8029510030,735641,3,2.5,2740,11872,9,2740,0,1990,0,98023,47.3076,-122.395,2570,10377,363000.0
7899800890,735655,2,1.5,720,5120,6,720,0,1954,0,98106,47.5218,-122.357,1150,2566,181000.0
3021059276,735671,4,2.0,2010,7312,7,2010,0,1976,0,98002,47.2785,-122.213,2010,7650,250000.0
3797001895,735710,3,1.75,1560,3000,6,770,790,1918,0,98103,47.6846,-122.345,1390,3000,481000.0
3832710960,735499,3,2.0,1810,7209,7,1240,570,1978,0,98032,47.3656,-122.278,1750,7209,260000.0
1310430400,735366,4,2.5,3360,7685,9,3360,0,2001,0,98058,47.4369,-122.111,3060,6567,455000.0
1422300030,735689,3,2.25,1510,36224,8,1510,0,1991,0,98045,47.4616,-121.711,1730,36224,415000.0
1105000588,735709,3,1.0,1400,3538,7,800,600,1953,0,98118,47.5405,-122.27,1620,6331,349500.0
3830630060,735505,3,2.5,1730,7442,7,1730,0,1987,0,98030,47.3507,-122.178,1630,6458,245000.0
